Tiempo,Dilatacion,Temperatura,Densidad
81,18,50,175
108,51,96,82
181,67,111,96
13,88,188,192
14,28,127,54
60,37,191,194
25,44,19,197
100,198,70,185
187,112,40,49
107,17,0,151
52,130,48,80
33,64,148,123
98,136,0,147
190,78,42,91
93,131,110,161
132,167,26,88
180,184,60,196
56,26,84,150
50,112,52,61
92,106,134,9
194,172,143,31
55,148,111,165
32,31,160,190
120,160,91,171
24,40,185,17
14,35,24,82
142,4,117,101
183,173,58,49
8,89,80,169
141,100,199,92
169,86,195,122
91,85,166,151
53,89,69,123
105,35,38,149
71,2,136,157
151,45,120,77
31,92,15,124
185,78,120,31
41,165,126,64
45,94,70,169
183,75,185,30
54,26,164,148
196,61,130,119
174,75,193,160
72,145,33,89
20,53,128,107
91,57,3,70
107,37,79,131
48,33,134,7
66,175,126,0
121,96,137,10
85,61,196,179
103,155,186,55
53,104,191,140
164,129,31,73
89,15,134,88
73,20,115,16
30,132,104,48
146,125,188,83
177,37,139,71
32,143,2,34
11,28,109,89
115,45,13,14
139,183,147,13
84,63,119,15
162,105,60,90
4,38,181,12
144,132,173,107
56,158,59,89
64,67,109,173
135,62,71,111
197,175,142,105
178,44,114,20
124,129,109,156
47,106,123,77
177,4,136,1
58,147,14,108
42,169,55,33
153,179,195,130
150,142,195,158
26,107,82,102
22,199,109,74
81,86,72,73
166,167,126,26
197,92,121,110
43,148,96,38
39,144,105,53
170,152,126,57
35,27,5,155
81,149,168,112
129,30,62,164
101,79,105,77
85,18,155,127
166,190,77,20
171,10,37,65
196,117,26,50
125,75,25,191
19,41,193,130
151,140,52,13
133,85,61,57
84,114,197,149
139,79,22,197
167,174,192,185
88,117,66,25
44,46,106,23
99,62,176,72
170,86,43,90
73,46,111,45
55,169,119,67
27,106,177,26
165,40,153,163
95,90,16,193
156,138,101,30
142,62,123,53
167,80,92,109
138,194,131,120
6,155,44,131
189,174,93,56
124,167,106,103
84,61,68,10
190,195,82,133
151,197,152,15
85,60,190,138
71,93,50,87
119,50,168,151
172,22,146,28
42,63,148,94
119,194,58,29
89,79,135,131
190,13,134,149
26,112,106,187
60,124,6,43
193,84,48,31
169,196,70,198
175,130,7,191
7,23,143,45
12,20,152,114
55,58,69,170
162,173,118,28
190,64,156,69
83,11,88,23
2,18,138,180
182,195,80,104
47,15,97,187
23,171,196,47
186,162,104,19
114,134,50,143
19,105,134,58
79,117,143,10
199,170,119,186
10,121,140,117
158,52,23,35
1,182,32,151
105,14,27,95
188,84,91,166
103,117,125,96
34,35,158,16
70,187,53,10
5,16,194,69
73,14,57,18
43,48,125,62
131,147,114,169
136,27,79,196
83,52,158,107
127,124,115,194
94,98,109,155
41,154,95,133
93,123,50,26
121,164,31,67
143,54,79,141
186,120,37,173
46,121,52,62
106,128,146,174
198,54,47,77
167,93,110,61
55,59,177,163
147,135,23,172
47,142,190,109
61,21,10,79
86,142,73,31
10,166,198,138
140,113,61,171
168,71,89,154
150,35,127,91
46,111,69,39
88,64,61,198
70,47,193,178
152,64,8,34
78,178,9,109
86,147,34,161
129,63,73,141
198,175,13,130
20,53,8,121
62,184,33,57
99,133,76,169
17,10,108,39
112,68,174,47
199,142,161,189
107,76,8,198
61,128,94,32
182,169,18,4
183,199,85,36
99,9,121,195
100,129,61,197
122,164,109,40
175,179,39,25
176,44,97,189
11,155,72,112
97,66,73,140
116,134,181,158
79,2,52,13
48,119,108,34
2,50,168,99
98,40,190,10
78,10,157,89
139,101,65,150
16,99,24,18
21,120,169,152
74,90,71,132
71,77,158,148
171,20,63,149
106,14,110,196
81,22,74,159
60,47,73,106
136,181,30,65
161,58,139,81
41,52,44,143
52,0,133,84
68,40,73,17
106,145,157,5
173,66,37,152
57,143,34,130
39,7,137,185
43,34,66,154
169,29,2,163
22,13,187,194
47,58,91,7
86,133,180,114
54,156,29,87
93,33,22,183
32,70,179,193
119,165,52,2
113,163,5,167
54,117,59,140
74,79,75,138
115,177,153,7
125,49,87,104
124,179,150,128
89,53,187,60
155,179,57,47
7,102,103,19
105,70,50,153
19,97,170,108
169,128,140,44
119,69,18,24
109,105,67,138
150,75,129,52
138,167,57,129
25,34,123,124
59,63,158,137
150,16,145,195
68,62,140,103
123,179,84,185
116,167,58,76
65,110,3,184
114,159,51,59
155,14,167,65
47,88,114,71
171,168,22,58
18,144,35,178
138,16,173,155
149,106,129,1
154,191,175,70
163,140,29,157
152,68,118,20
83,181,12,126
157,120,89,81
17,173,198,83
125,131,115,67
22,70,21,174
28,50,199,175
177,30,77,2
57,121,18,25
92,95,65,191
66,195,26,99
4,82,59,9
13,148,6,111
30,106,29,168
0,124,53,11
75,60,67,182
152,64,127,144
133,109,142,187
189,155,160,108
153,74,119,129
20,199,159,11
26,144,127,94
189,149,25,75
190,184,109,195
42,185,30,184
188,186,22,190
32,159,184,158
172,145,159,71
156,138,55,39
171,158,97,15
93,182,39,53
23,192,186,178
79,52,169,83
111,139,152,154
50,139,39,135
159,38,76,67
178,18,71,91
57,91,166,195
108,25,5,196
65,173,40,120
156,64,143,20
125,134,45,6
19,99,87,150
61,116,68,166
43,88,175,136
45,26,42,199
83,108,34,141
156,132,116,53
105,49,1,64
176,135,115,165
77,197,135,50
92,170,43,150
159,163,117,101
184,11,188,145
61,52,87,181
85,20,100,75
6,102,96,190
65,94,8,135
178,43,32,94
32,1,127,115
58,127,148,65
176,9,125,161
181,85,23,26
171,38,65,94
39,199,78,182
64,166,194,90
56,140,57,9
192,67,120,141
152,194,10,132
146,93,150,121
121,184,166,172
49,102,117,31
90,125,190,94
5,174,64,188
174,4,98,83
114,6,37,159
73,125,188,134
46,190,132,111
67,114,168,117
73,106,102,23
4,196,150,98
140,58,74,25
133,26,90,124
66,76,45,160
62,109,160,52
199,167,160,63
124,105,64,143
120,77,170,133
190,67,34,71
84,114,68,34
131,114,193,85
97,72,177,8
105,158,99,122
8,151,10,64
90,3,77,63
15,106,46,108
30,161,183,39
139,93,98,56
30,134,143,50
155,95,26,11
96,75,138,157
179,9,17,172
173,122,3,17
20,135,15,64
15,46,64,18
70,175,17,40
15,174,119,178
56,121,154,113
163,70,26,151
2,123,144,15
30,38,43,107
175,19,74,4
194,11,39,105
97,68,194,137
133,4,185,113
170,132,81,101
37,159,199,128
182,15,133,113
87,42,0,136
25,50,139,162
167,37,14,70
22,189,146,61
47,117,37,49
123,19,53,90
64,139,78,54
87,44,118,45
61,82,7,135
99,64,105,18
16,19,187,35
153,188,0,72
103,66,146,87
32,97,89,67
129,92,45,184
196,162,90,37
147,57,3,51
79,122,40,44
88,142,114,86
17,110,161,64
13,33,141,50
50,180,106,5
114,46,57,79
65,116,18,26
121,65,152,103
94,182,141,194
102,119,42,62
53,115,50,185
45,69,84,39
72,9,43,54
79,196,30,132
137,76,150,52
76,183,55,29
57,96,78,104
80,45,65,187
178,51,194,58
3,54,35,32
78,147,65,163
178,106,81,169
150,41,105,11
49,182,180,119
159,120,54,143
117,58,0,32
96,105,2,190
181,15,173,94
188,116,195,77
10,0,47,186
147,176,113,199
40,186,60,71
92,33,180,47
172,107,18,104
185,7,143,168
29,41,57,156
150,102,151,40
38,99,33,138
24,141,51,159
114,170,116,169
39,119,146,162
125,104,10,60
98,99,173,42
182,135,105,73
16,59,127,196
127,50,173,94
138,154,11,123
47,104,157,180
93,3,66,23
97,178,121,40
147,68,159,80
93,16,73,13
61,52,137,33
130,133,44,174
120,138,192,114
13,67,83,185
77,126,31,198
116,39,98,2
29,170,154,43
41,174,106,102
40,6,187,92
9,121,103,173
178,141,142,95
92,170,162,13
12,141,121,20
191,42,14,105
137,152,39,35
10,39,98,135
150,196,177,169
19,153,156,190
100,136,57,93
109,132,167,0
73,153,66,143
51,34,190,29
55,112,133,97
178,26,37,44
91,154,22,37
187,139,7,89
149,195,73,76
18,21,43,199
81,53,15,129
159,123,94,140
129,149,196,77
56,89,77,121
159,102,168,19
128,156,35,116
111,40,68,1
113,161,9,90
189,67,10,57
30,183,167,113
47,11,99,94
164,11,76,27
118,39,63,18
190,128,162,3
39,89,144,65
18,194,30,80
79,13,84,70
178,110,195,63
4,162,30,45
121,113,2,168
172,71,33,185
77,135,43,35
31,45,73,84
78,0,67,28
48,165,103,12
32,137,186,113
120,194,133,57
86,178,179,130
21,81,164,64
41,108,103,121
191,33,182,72
56,86,101,166
48,19,151,148
86,27,152,4
134,73,161,191
176,157,162,34
151,65,59,82
45,105,23,75
70,163,43,116
8,52,87,28
94,163,195,41
53,198,60,95
198,31,104,42
199,140,115,123
114,156,32,152
163,146,153,18
44,29,24,58
85,54,40,42
65,98,88,51
50,161,139,126
143,5,22,157
97,72,193,5
5,94,1,93
31,52,34,157
111,183,17,148
118,134,153,4
61,14,182,26
123,58,41,38
186,137,74,114
156,126,197,181
42,62,84,125
49,195,114,42
180,161,101,68
81,11,138,4
89,82,32,176
157,121,153,174
55,118,111,61
184,14,109,57
144,102,117,46
154,141,80,94
117,42,47,192
106,33,60,4
12,121,71,29
140,110,48,41
93,119,21,134
15,41,110,79
138,115,169,183
98,67,48,117
72,146,172,166
89,143,35,75
27,140,77,87
175,64,73,158
148,160,50,83
123,172,64,8
86,142,70,132
136,144,187,34
63,114,31,154
111,139,3,128
54,50,40,117
121,9,61,111
4,155,10,23
116,136,98,100
115,173,178,176
153,163,10,142
153,34,42,168
88,113,18,176
155,72,169,97
64,117,162,13
167,51,116,154
117,188,83,145
177,50,158,140
167,37,46,189
190,57,195,105
92,80,112,48
172,148,26,1
150,21,83,3
181,163,125,198
71,5,4,181
156,193,130,34
15,137,130,112
11,8,121,166
40,62,113,26
47,100,98,125
194,101,197,28
137,94,169,125
72,135,71,156
3,21,40,145
196,67,157,58
55,145,189,67
146,72,7,190
78,99,171,145
96,157,123,194
150,20,186,51
22,153,117,9
74,47,135,170
53,12,195,125
39,152,42,162
150,11,30,174
74,72,78,31
186,121,90,124
71,176,37,152
193,10,155,13
12,17,160,144
82,178,62,126
89,178,100,90
20,159,178,17
86,44,70,176
174,79,158,164
123,35,102,145
103,38,5,167
76,127,158,156
102,117,20,84
79,3,37,156
140,166,100,123
72,198,89,45
26,51,97,37
111,45,107,123
199,171,82,159
5,157,24,22
182,180,98,115
33,39,43,23
87,171,193,101
138,8,137,175
140,156,49,163
15,118,158,165
195,194,140,21
68,145,8,131
63,92,170,171
101,78,35,113
164,139,145,132
108,74,158,43
130,52,50,114
31,105,128,120
13,80,93,151
40,135,104,42
42,138,194,64
85,118,194,141
14,6,32,127
171,22,23,105
128,139,135,55
74,33,177,185
198,110,0,114
77,65,67,159
120,142,141,122
177,58,19,143
147,20,35,27
191,151,155,40
143,106,24,187
191,159,10,125
90,133,46,79
187,128,139,176
5,183,73,79
177,87,79,47
40,190,181,122
109,142,170,108
155,129,93,145
45,31,64,195
101,166,143,178
104,41,29,164
165,41,155,61
106,10,156,174
52,96,192,95
76,158,154,29
101,1,142,72
87,183,95,39
161,92,89,72
12,141,108,19
166,196,107,98
26,81,152,50
11,181,146,185
28,87,124,98
49,116,56,174
52,60,70,196
105,56,13,22
42,71,62,31
50,69,147,24
70,31,19,4
187,27,32,139
109,186,133,33
181,180,2,157
52,151,136,182
156,54,50,157
192,122,135,77
25,147,164,65
110,117,7,90
195,152,188,100
199,154,63,136
199,196,91,83
108,74,193,155
143,129,165,141
21,99,72,106
20,46,6,25
50,48,100,16
105,19,130,11
124,181,35,170
101,77,132,149
165,47,30,53
63,30,6,31
154,106,169,198
23,117,58,188
37,139,92,52
35,19,123,93
191,105,69,113
66,81,3,137
169,24,13,117
135,40,127,148
182,162,73,157
185,179,52,140
138,125,73,151
59,132,169,19
152,80,143,60
90,64,71,136
123,39,125,7
176,48,97,197
63,21,47,96
38,23,191,114
26,136,139,48
126,163,107,95
107,149,172,39
133,37,28,168
149,72,172,151
171,65,119,44
167,4,159,35
160,61,85,31
95,69,188,84
77,93,125,99
53,113,101,52
176,16,164,83
144,193,181,110
193,133,35,85
198,152,181,154
46,60,38,32
86,151,121,92
99,111,76,16
59,64,39,74
119,37,54,80
73,188,132,12
83,82,195,38
129,164,30,10
65,153,95,104
174,8,173,57
182,108,91,165
167,166,11,145
89,101,122,195
11,111,173,97
153,66,134,21
181,11,7,32
178,110,52,44
172,78,6,129
95,180,152,73
134,122,56,162
5,99,28,123
72,54,105,134
90,78,49,117
99,88,103,126
22,99,146,47
125,144,188,21
102,85,177,66
112,178,15,134
166,21,94,78
87,172,162,3
64,45,89,148
13,149,136,140
38,71,194,53
109,95,130,77
84,187,175,1
143,135,117,26
29,181,197,148
58,24,132,74
13,132,75,120
12,33,116,34
5,113,116,174
55,33,172,14
104,115,8,140
19,80,59,174
78,143,152,75
55,13,162,35
83,49,170,129
196,118,59,127
97,176,4,53
177,143,120,22
187,161,17,180
75,40,165,71
166,160,178,110
75,59,45,5
56,154,111,132
194,176,92,187
161,111,133,177
94,46,89,61
5,53,184,140
132,69,70,166
77,19,71,164
92,98,188,195
40,15,182,146
110,29,138,171
62,90,111,20
177,133,98,62
62,159,160,152
40,99,54,76
180,75,58,56
75,113,170,154
12,44,86,108
62,143,131,27
41,82,39,22
22,109,64,8
51,141,195,172
31,117,84,64
198,192,172,191
156,105,81,4
183,114,85,21
168,156,158,108
173,12,6,22
56,79,173,2
195,188,39,117
51,147,91,77
49,46,182,97
69,30,67,129
160,13,51,193
94,71,48,131
57,196,95,132
10,118,186,125
161,76,34,155
73,64,139,98
108,135,142,170
61,75,166,37
174,43,17,114
106,127,9,25
26,11,174,36
105,98,29,80
52,104,38,156
41,44,136,15
181,170,18,102
74,6,128,78
94,58,52,42
129,195,193,11
110,180,3,65
83,121,108,60
172,154,146,180
65,25,158,187
179,92,165,36
42,28,29,112
2,66,189,6
135,94,123,175
120,179,33,198
9,99,170,131
160,59,39,121
143,55,104,156
76,40,105,44
31,155,95,182
94,147,41,26
7,103,51,110
154,55,172,117
104,59,170,74
83,12,120,194
42,62,109,191
127,117,170,199
19,95,176,154
199,171,159,131
120,146,66,104
67,66,170,92
112,100,88,75
125,7,74,132
34,37,6,173
64,139,172,128
171,73,105,6
59,48,91,179
176,1,147,43
63,112,88,43
173,108,60,122
34,106,105,80
30,69,8,186
80,14,105,54
66,10,199,139
14,189,4,175
137,157,184,63
147,32,132,18
84,72,47,56
116,58,85,101
25,35,129,153
40,178,161,196
83,52,107,12
102,195,151,100
137,39,94,182
38,139,97,56
84,136,168,13
33,138,167,88
96,141,9,173
186,86,90,91
134,175,195,152
94,193,109,57
32,100,62,151
180,131,0,41
72,140,52,194
3,111,177,11
118,42,128,99
23,155,79,183
72,131,101,169
165,145,164,187
51,63,109,0
100,84,20,6
58,103,4,174
114,39,52,91
36,67,35,195
83,154,0,65
150,37,148,9
138,70,154,108
5,129,84,91
92,50,128,135
173,172,17,135
15,123,84,65
182,138,190,9
111,136,21,46
116,177,24,13
172,25,27,150
103,155,28,8
193,128,55,10
151,104,119,128
10,134,0,109
94,61,187,132
143,16,75,184
41,73,5,162
1,179,108,23
78,180,165,172
101,115,38,103
193,173,172,93
134,70,59,27
141,21,10,56
100,136,76,152
46,29,192,132
54,32,21,193
149,117,9,23
58,12,28,81
32,192,92,115
41,7,66,164
140,154,107,19
198,77,82,43
28,164,40,102
90,189,161,35
199,45,27,182
5,95,140,165
188,63,64,122
99,16,197,152
189,115,180,109
135,92,139,3
63,53,33,31
52,20,57,35
165,191,72,122
145,179,44,101
74,114,48,83
60,56,89,190
50,143,13,4
165,147,106,52
102,183,131,93
93,108,171,85
108,31,128,199
61,77,91,171
132,128,87,136
95,0,143,67
199,56,101,198
117,40,22,169
8,19,114,146
192,24,88,89
168,0,133,78
4,141,135,153
103,14,7,97
129,179,80,195
38,8,153,109
10,197,88,190
143,104,28,77
112,149,58,101
63,68,157,70
13,189,169,95
34,173,67,159
148,146,89,189
138,160,127,176
128,21,176,130
116,173,174,27
188,43,50,114
98,133,59,17
33,96,154,187
145,63,95,54
28,127,30,126
121,26,151,113
161,92,30,155
185,125,167,15
82,186,94,135
68,138,48,110
10,188,138,110
154,24,49,95
50,64,88,108
148,37,156,166
8,93,192,87
8,188,135,84
144,99,146,194
177,175,84,9
73,9,101,175
14,102,162,12
174,91,27,159
107,99,55,66
3,157,113,152
190,93,68,159
57,135,136,128
169,77,125,88
183,19,191,11
115,77,120,27
188,135,149,106
108,5,65,128
149,122,132,61
50,3,54,182
138,12,133,80
22,194,170,144
0,78,150,64
123,161,71,78
72,145,172,64
174,180,58,117
198,28,59,47
120,129,110,148
77,25,2,66
47,152,71,97
4,154,50,170
81,138,59,179
84,104,164,199
192,49,146,21
154,24,95,10
92,8,159,85
182,188,177,51
54,141,157,23
41,77,45,35
138,110,151,30
4,159,171,36
139,128,82,145
165,151,103,100
75,24,56,82
35,17,65,7
184,176,69,39
93,83,103,14
15,148,143,10
172,124,114,139
64,65,33,135
76,68,0,84
77,39,176,45
102,192,84,6
79,30,14,123
109,6,150,146
100,112,146,163
140,156,60,167
120,16,75,187
88,31,155,174
146,97,3,105
114,106,93,9
126,112,85,66
101,174,124,15
40,26,13,108
52,61,64,19
84,105,112,21
10,154,29,155
100,68,113,76
56,33,182,5
161,1,137,3
67,153,156,72
173,29,167,132
188,167,136,1
90,88,85,12
115,8,158,120
48,56,90,5
134,192,140,87
151,7,111,148
93,1,125,99
6,195,112,78
25,36,52,133
17,161,33,16
94,189,168,93
86,141,53,162
175,111,108,48
191,5,31,78
1,32,18,44
69,88,30,109
0,23,125,111
10,131,119,25
8,169,38,57
45,49,180,191
139,131,16,54
155,170,28,64
95,48,154,84
64,55,146,122
47,147,111,150
199,147,157,44
192,33,152,114
103,22,106,31
189,121,173,79
116,92,23,121
139,9,192,1
131,5,175,3
77,8,139,51
110,154,29,135
199,61,150,136
111,102,52,106
50,83,152,32
1,192,36,26
197,154,149,195
111,18,45,142
116,188,178,97
104,157,186,65
5,189,71,80
39,70,29,191
116,186,145,151
184,42,62,102
175,46,173,56
154,53,110,82
72,153,131,25
127,162,31,81
182,92,0,76
158,76,64,173
135,189,104,136
25,38,108,9
30,166,68,188
83,184,177,26
175,4,73,125
177,173,146,161
187,135,102,173
187,57,31,199
180,108,42,170
101,125,72,23
181,131,140,76
81,132,60,31
44,69,64,106
55,133,135,157
92,73,173,198
180,100,94,122
47,30,117,172
119,195,6,167
147,75,187,23
57,91,116,95
91,31,25,45
106,193,80,42
142,199,111,181
69,192,23,107
113,16,189,185
124,101,69,50
163,54,179,79
39,176,59,175
76,94,183,118
133,100,160,18
88,195,148,43
152,47,71,179
71,173,99,168
15,171,176,100
75,137,87,60
128,195,54,55
63,197,102,54
106,29,192,80
194,177,60,26
59,3,81,8
123,58,12,100
49,161,140,121
184,111,73,160
186,87,3,39
35,72,10,158
113,52,105,97
173,39,170,14
196,143,11,104
164,180,121,70
72,17,79,122
65,151,38,98
110,150,130,118
80,36,19,75
63,16,139,17
85,172,52,81
112,55,37,188
183,93,53,193
21,111,16,181
175,3,157,76
28,120,150,86
117,107,59,115
59,182,105,50
42,160,153,8
102,175,142,150
190,192,176,45
172,102,104,6
197,15,11,1
55,84,106,172
51,96,80,140
81,54,181,73
49,42,24,119
173,29,59,169
180,61,70,128
54,10,84,61
54,75,137,42
22,11,24,148
153,92,124,141
26,156,41,70
80,45,49,33
146,157,83,87
172,137,103,159
34,48,25,37
173,31,13,47
119,142,12,123
185,184,56,69
56,84,178,154
162,120,137,128
149,97,29,181
189,94,102,107
18,77,31,112
53,30,187,33
162,12,18,16
27,47,23,160
88,196,27,183
5,93,123,55
76,123,156,124
106,43,71,107
153,18,15,166
57,80,188,4
140,139,2,197
128,189,107,168
179,73,177,185
29,99,71,180
197,14,110,83
93,177,95,159
27,34,41,184
90,61,116,192
174,65,140,113
104,139,66,177
133,23,3,74
171,162,13,147
62,181,169,47
93,113,65,21
42,101,134,147
100,168,134,160
166,193,47,117
66,105,154,23
191,95,149,198
130,79,138,45
129,172,188,160
103,41,135,100
108,81,26,134
138,147,43,79
160,147,27,33
52,3,73,63
50,107,58,80
191,67,176,167
75,30,169,47
78,130,61,101
92,34,124,7
63,19,182,121
93,196,62,80
171,44,166,67
63,18,146,186
157,38,76,67
25,73,134,69
120,144,147,135
95,45,23,72
53,173,148,191
55,49,12,73
135,29,190,126
39,85,31,168
32,186,57,141
117,35,154,50
21,176,93,131
156,32,177,178
156,103,121,109
150,56,191,96
192,109,68,179
149,26,23,49
149,44,82,66
38,188,69,144
123,178,46,18
3,166,91,152
1,54,78,85
117,35,177,191
70,125,134,50
92,44,17,117
173,109,186,79
72,92,190,96
48,27,47,102
199,15,112,114
40,118,4,143
27,85,31,187
98,125,159,131
169,126,136,125
33,13,115,146
34,94,49,51
47,191,105,188
137,131,4,187
12,11,70,139
18,139,120,71
123,46,165,65
41,106,29,155
136,104,57,140
160,2,103,82
21,39,5,112
175,160,91,22
123,156,36,83
115,45,120,106
64,113,197,147
160,30,12,75
186,100,121,171
88,83,12,57
197,61,154,182
45,41,167,55
15,102,165,20
28,88,134,34
198,188,34,167
168,128,91,195
126,199,70,81
26,190,199,32
165,3,105,48
34,123,112,47
64,56,86,148
85,6,38,173
135,120,80,127
14,13,139,190
84,71,27,41
88,174,125,104
15,159,8,144
83,87,108,140
114,136,74,140
122,185,157,97
150,173,10,16
184,131,88,111
73,91,152,66
26,121,117,162
59,130,82,110
160,88,96,39
129,163,117,65
94,169,128,120
56,150,10,147
175,3,163,31
134,66,90,191
40,88,37,118
67,138,190,149
26,81,45,124
110,0,19,20
66,162,186,115
143,25,114,183
109,186,163,51
171,71,47,154
177,44,167,134
148,74,30,102
84,167,53,43
32,80,36,198
67,104,194,166
63,42,52,61
54,98,169,182
132,21,54,141
29,47,44,144
146,4,128,26
160,195,103,50
147,159,50,56
59,118,174,162
9,132,172,60
27,79,133,151
183,82,154,10
159,40,83,110
61,34,25,195
185,104,174,8
172,35,121,171
132,6,59,44
106,25,140,64
170,130,188,12
125,33,42,64
120,129,111,112
102,61,105,35
17,94,12,2
176,64,174,144
93,126,78,21
24,191,53,67
104,154,87,113
115,33,92,60
75,120,45,68
41,92,28,126
178,81,29,16
4,56,199,176
95,192,135,102
125,118,135,11
62,124,76,83
133,78,25,106
126,5,106,178
49,180,191,106
108,136,28,106
131,156,91,43
167,20,54,199
132,128,76,65
77,174,116,140
137,87,113,20
23,73,107,135
9,128,190,77
67,173,58,187
36,158,2,192
121,53,54,116
136,24,78,23
168,62,61,72
124,182,14,37
144,114,84,198
28,107,50,175
13,23,31,143
17,66,160,157
6,89,15,120
48,97,22,31
113,191,168,159
70,113,89,187
42,27,154,62
82,60,176,168
153,65,136,57
78,11,163,36
29,125,92,90
88,113,15,77
3,76,159,50
191,37,110,60
190,188,22,131
169,24,103,46
19,78,114,119
69,167,79,9
132,185,5,170
9,111,121,148
154,68,163,85
20,55,4,168
31,9,74,148
119,158,142,89
178,156,64,158
63,69,50,1
33,126,124,191
61,56,6,160
20,132,17,168
78,73,121,53
27,17,76,54
64,188,68,59
36,85,71,78
61,73,45,23
92,50,102,84
32,191,168,171
150,52,94,58
128,167,8,158
121,41,153,38
156,6,27,146
186,167,11,197
164,62,66,169
128,154,76,94
34,124,69,113
155,141,73,151
5,7,32,152
175,127,104,78
4,198,184,83
11,56,79,196
163,37,178,31
64,125,180,48
135,20,157,143
27,100,21,76
99,57,133,154
143,44,128,20
58,178,118,117
61,13,9,52
77,196,95,128
107,136,31,17
25,4,140,45
58,116,147,17
52,88,12,41
127,8,185,41
64,139,163,59
164,73,183,126
162,17,161,137
162,170,51,150
10,38,196,87
118,143,35,29
150,28,161,85
144,73,168,61
78,66,153,114
185,27,6,95
195,147,81,41
196,27,176,119
44,173,115,136
98,110,25,71
131,89,199,98
61,158,133,179
100,79,97,114
114,198,94,140
62,166,157,93
86,107,82,110
29,58,2,65
104,114,4,128
162,113,6,25
19,16,39,175
89,16,24,182
100,188,112,1
198,78,139,56
125,113,75,37
159,197,55,60
155,152,8,68
115,61,175,8
57,174,152,44
71,180,55,22
141,44,69,136
21,198,191,170
183,32,38,44
163,159,46,11
